src,dest,batch
73160508,73160517,0
73160552,73160517,0
73160582,73160592,0
73160623,73160517,0
73160647,73160592,0
73160674,73160517,0
73160698,73160592,0
73160735,73160517,0
73160803,73160517,0
73160831,73160592,0
73160849,73160517,0
73160868,73160517,0
73160913,73160592,0
73160951,73160517,0
73160973,73160517,0
73161003,73160517,0
73161029,73160517,0
73161047,73160592,0
73161069,73160592,0
73161126,73160592,0
73161177,73160592,0
73161242,73160592,0
73161267,73160517,0
73161335,73160517,0
73161355,73160517,0
73161416,73160517,0
73161485,73160592,0
73161528,73160592,0
73161546,73160517,0
73161591,73160592,0
73161616,73160592,0
73161661,73160517,0
73161715,73160592,0
73161739,73160592,0
73161765,73160517,0
73161779,73160592,0
73161810,73160592,0
73161829,73160517,0
73161872,73160592,0
73161899,73160517,0
73161920,73160517,0
73161947,73160592,0
73161979,73160517,0
73162000,73160592,0
73162040,73160592,0
73162059,73160517,0
73162116,73160592,0
73162158,73160517,0
73162175,73160592,0
73162202,73160517,0
73162216,73160517,0
73162237,73160517,0
73162284,73160592,0
73162362,73160517,0
73162429,73160517,0
73162439,73160592,0
73162460,73160517,0
73162483,73160592,0
73162530,73160517,0
73162553,73160517,0
73162563,73160517,0
73162595,73160592,0
73162620,73160517,0
73162641,73160592,0
73162668,73160592,0
73162692,73160592,0
73162724,73160517,0
73162745,73160517,0
73162779,73160517,0
73162817,73160517,0
73162839,73160592,0
73162872,73160592,0
73162889,73160592,0
73162920,73160517,0
73162949,73160517,0
73162968,73160517,0
73163022,73160517,0
73163043,73160592,0
73163069,73160517,0
73163085,73160592,0
73163118,73160517,0
73163147,73160592,0
73163156,73160517,0
73163168,73160517,0
73163218,73160592,0
73163231,73160517,0
73163256,73160517,0
73163276,73160517,0
73163312,73160517,0
73163335,73160592,0
73163354,73160592,0
73163365,73160592,0
73163399,73160517,0
73163411,73160517,0
73163431,73160517,0
73163474,73160517,0
73163492,73160517,0
73163531,73160517,0
73163553,73160592,0
73163583,73160592,0
73163612,73160517,0
73163644,73160517,0
73163675,73160592,0
73163704,73160517,0
73163723,73160592,0
73163747,73160592,0
73163779,73160517,0
73163816,73160592,0
73163849,73160517,0
73163909,73160517,0
73164039,73160592,0
73164070,73160592,0
73164102,73160517,0
73164118,73160592,0
