src,dest,batch
73160508,73160509,0
4169879,73160520,0
4169879,73160521,0
73160552,73160509,0
14951735,73160520,0
14951735,73160521,0
73160582,73160509,0
822680,73160520,0
822680,73160521,0
73160623,73160509,0
2480681,73160520,0
2480681,73160521,0
73160647,73160509,0
726565,73160520,0
726565,73160521,0
73160674,73160509,0
6970734,73160520,0
6970734,73160521,0
73160698,73160509,0
3175168,73160520,0
3175168,73160521,0
73160722,73160509,0
2138765,73160520,0
2138765,73160521,0
73160735,73160509,0
2544685,73160520,0
2544685,73160521,0
73160753,73160509,0
4159094,73160520,0
4159094,73160521,0
73160784,73160509,0
467250,73160520,0
467250,73160521,0
73160803,73160509,0
6200033,73160520,0
6200033,73160521,0
73160831,73160509,0
3859346,73160520,0
3859346,73160521,0
73160849,73160509,0
4725805,73160520,0
4725805,73160521,0
73160868,73160509,0
4287641,73160520,0
4287641,73160521,0
73160895,73160509,0
1000620,73160520,0
1000620,73160521,0
73160913,73160509,0
4076829,73160520,0
4076829,73160521,0
73160951,73160509,0
2465610,73160520,0
2465610,73160521,0
73160973,73160509,0
1278289,73160520,0
1278289,73160521,0
73161003,73160509,0
7119260,73160520,0
7119260,73160521,0
73161029,73160509,0
585096,73160520,0
585096,73160521,0
73161047,73160509,0
3349502,73160520,0
3349502,73160521,0
73161069,73160509,0
8565526,73160520,0
8565526,73160521,0
73161099,73160509,0
782070,73160520,0
782070,73160521,0
73161126,73160509,0
2071491,73160520,0
2071491,73160521,0
73161152,73160509,0
4596962,73160520,0
4596962,73160521,0
73161177,73160509,0
5984742,73160520,0
5984742,73160521,0
73161205,73160509,0
6052308,73160520,0
6052308,73160521,0
73161226,73160509,0
1124010,73160520,0
1124010,73160521,0
73161242,73160509,0
598840,73160520,0
598840,73160521,0
73161267,73160509,0
2153579,73160520,0
2153579,73160521,0
73161304,73160509,0
1477108,73160520,0
1477108,73160521,0
73161335,73160509,0
3475601,73160520,0
3475601,73160521,0
73161355,73160509,0
5372964,73160520,0
5372964,73160521,0
73161388,73160509,0
821598,73160520,0
821598,73160521,0
73161416,73160509,0
21421437,73160520,0
21421437,73160521,0
73161449,73160509,0
1354687,73160520,0
1354687,73160521,0
73161462,73160509,0
2556960,73160520,0
2556960,73160521,0
73161485,73160509,0
1212691,73160520,0
1212691,73160521,0
73161504,73160509,0
1332242,73160520,0
1332242,73160521,0
73161528,73160509,0
1332276,73160520,0
1332276,73160521,0
73161546,73160509,0
3086192,73160520,0
3086192,73160521,0
73161564,73160509,0
175659,73160520,0
175659,73160521,0
73161591,73160509,0
1327191,73160520,0
1327191,73160521,0
73161606,73160509,0
3369032,73160520,0
3369032,73160521,0
73161616,73160509,0
3026192,73160520,0
3026192,73160521,0
73161661,73160509,0
2326067,73160520,0
2326067,73160521,0
73161691,73160509,0
1317118,73160520,0
1317118,73160521,0
73161715,73160509,0
201914,73160520,0
201914,73160521,0
73161739,73160509,0
5502017,73160520,0
5502017,73160521,0
73161765,73160509,0
1730198,73160520,0
1730198,73160521,0
73161779,73160509,0
16834287,73160520,0
16834287,73160521,0
73161794,73160509,0
7822348,73160520,0
7822348,73160521,0
73161810,73160509,0
961774,73160520,0
961774,73160521,0
73161829,73160509,0
5665000,73160520,0
5665000,73160521,0
73161872,73160509,0
3115211,73160520,0
3115211,73160521,0
73161899,73160509,0
9946318,73160520,0
9946318,73160521,0
73161920,73160509,0
1896453,73160520,0
1896453,73160521,0
73161947,73160509,0
2006562,73160520,0
2006562,73160521,0
73161979,73160509,0
7160428,73160520,0
7160428,73160521,0
73162000,73160509,0
2879108,73160520,0
2879108,73160521,0
73162021,73160509,0
954229,73160520,0
954229,73160521,0
73162040,73160509,0
1267301,73160520,0
1267301,73160521,0
73162059,73160509,0
14126468,73160520,0
14126468,73160521,0
73162089,73160509,0
464375,73160520,0
464375,73160521,0
73162116,73160509,0
4239157,73160520,0
4239157,73160521,0
73162143,73160509,0
10675370,73160520,0
10675370,73160521,0
73162158,73160509,0
40451535,73160520,0
