src,dest,batch
73160508,73160512,0
73160508,132718,0
73160552,73160512,0
73160552,132718,0
73160582,73160585,0
73160582,141908,0
73160623,73160585,0
73160623,141908,0
73160647,73160585,0
73160647,141908,0
73160674,73160677,0
73160674,133273,0
73160698,73160701,0
73160698,138335,0
73160722,73160724,0
73160722,139432,0
73160735,73160724,0
73160735,139432,0
73160753,73160755,0
73160753,150358,0
73160784,73160585,0
73160784,141908,0
73160803,73160585,0
73160803,141908,0
73160831,73160834,0
73160831,139763,0
73160849,73160834,0
73160849,139763,0
73160868,73160871,0
73160868,152665,0
73160895,73160898,0
73160895,134726,0
73160913,73160916,0
73160913,131484,0
73160951,73160953,0
73160951,156763,0
73160973,73160976,0
73160973,136234,0
73161003,73160976,0
73161003,136234,0
73161029,73161032,0
73161029,151909,0
73161047,73161050,0
73161047,132592,0
73161069,73160677,0
73161069,133273,0
73161099,73160677,0
73161099,133273,0
73161126,73160701,0
73161126,138335,0
73161152,73161155,0
73161152,131532,0
73161177,73160724,0
73161177,139432,0
73161205,73161050,0
73161205,132592,0
73161226,73161229,0
73161226,133329,0
73161242,73160585,0
73161242,141908,0
73161267,73161270,0
73161267,154784,0
73161304,73160677,0
73161304,133273,0
73161335,73160677,0
73161335,133273,0
73161355,73161358,0
73161355,154555,0
73161388,73161358,0
73161388,154555,0
73161416,73161419,0
73161416,137352,0
73161449,73160871,0
73161449,152665,0
73161462,73160871,0
73161462,152665,0
73161485,73160871,0
73161485,152665,0
73161504,73161507,0
73161504,175752,0
73161528,73161507,0
73161528,175752,0
73161546,73161229,0
73161546,133329,0
73161564,73160898,0
73161564,134726,0
73161591,73160898,0
73161591,134726,0
73161606,73161609,0
73161606,155037,0
73161616,73161619,0
73161616,148387,0
73161661,73161664,0
73161661,150543,0
73161691,73161664,0
73161691,150543,0
73161715,73161664,0
73161715,150543,0
73161739,73161742,0
73161739,135766,0
73161765,73160871,0
73161765,152665,0
73161779,73161782,0
73161779,132176,0
73161794,73160898,0
73161794,134726,0
73161810,73160898,0
73161810,134726,0
73161829,73161358,0
73161829,154555,0
73161872,73161358,0
73161872,154555,0
73161899,73161358,0
73161899,154555,0
73161920,73161923,0
73161920,144545,0
73161947,73161950,0
73161947,133848,0
73161979,73161664,0
73161979,150543,0
73162000,73161664,0
73162000,150543,0
73162021,73161664,0
73162021,150543,0
73162040,73162043,0
73162040,140513,0
73162059,73160871,0
73162059,152665,0
73162089,73160871,0
73162089,152665,0
73162116,73160871,0
73162116,152665,0
73162143,73160871,0
73162143,152665,0
73162158,73160871,0
73162158,152665,0
73162175,73161507,0
73162175,175752,0
73162202,73162205,0
73162202,146029,0
73162216,73162219,0
73162216,141555,0
73162237,73162219,0
73162237,141555,0
73162264,73161619,0
73162264,148387,0
73162284,73162287,0
73162284,153004,0
73162311,73162314,0
73162311,137139,0
73162339,73161155,0
73162339,131532,0
73162362,73162365,0
73162362,135136,0
73162389,73161742,0
73162389,135766,0
73162413,73161742,0
73162413,135766,0
73162429,73161742,0
73162429,135766,0
73162439,73161782,0
73162439,132176,0
73162460,73162463,0
73162460,136420,0
73162483,73162463,0
73162483,136420,0
73162501,73161619,0
73162501,148387,0
73162530,73160834,0
73162530,139763,0
73162553,73160898,0
73162553,134726,0
73162563,73162566,0
73162563,142599,0
73162595,73162219,0
73162595,141555,0
73162620,73161923,0
73162620,144545,0
73162641,73161155,0
73162641,131532,0
73162668,73161419,0
73162668,137352,0
73162692,73160871,0
73162692,152665,0
73162724,73160871,0
73162724,152665,0
73162745,73160871,0
73162745,152665,0
73162779,73160871,0
73162779,152665,0
73162799,73160871,0
73162799,152665,0
73162817,73160871,0
73162817,152665,0
73162839,73160871,0
73162839,152665,0
73162872,73160871,0
73162872,152665,0
73162889,73160871,0
73162889,152665,0
73162920,73160871,0
73162920,152665,0
73162949,73160871,0
73162949,152665,0
73162968,73160871,0
73162968,152665,0
73162985,73160871,0
73162985,152665,0
73163022,73160871,0
73163022,152665,0
73163043,73160871,0
73163043,152665,0
73163069,73160871,0
73163069,152665,0
73163085,73160871,0
73163085,152665,0
73163094,73163097,0
73163094,133584,0
73163118,73163097,0
73163118,133584,0
73163147,73161609,0
73163147,155037,0
73163156,73161609,0
73163156,155037,0
73163168,73161609,0
73163168,155037,0
73163186,73163189,0
73163186,131080,0
73163218,73160953,0
73163218,156763,0
73163231,73160953,0
73163231,156763,0
73163256,73161155,0
73163256,131532,0
73163276,73163279,0
73163276,138996,0
73163292,73163295,0
73163292,150342,0
73163312,73163315,0
73163312,145336,0
73163335,73163315,0
73163335,145336,0
73163354,73163356,0
73163354,183265,0
73163365,73163368,0
73163365,134795,0
73163379,73163382,0
73163379,141194,0
73163399,73161229,0
73163399,133329,0
73163411,73161229,0
73163411,133329,0
73163431,73163434,0
73163431,132366,0
73163454,73163456,0
73163454,133183,0
73163474,73163456,0
73163474,133183,0
73163492,73163495,0
73163492,132793,0
73163531,73163534,0
73163531,132248,0
73163553,73163189,0
73163553,131080,0
73163583,73163189,0
73163583,131080,0
73163612,73163615,0
73163612,152926,0
73163644,73163647,0
73163644,149837,0
73163675,73160953,0
73163675,156763,0
73163704,73160953,0
73163704,156763,0
73163723,73160953,0
73163723,156763,0
73163747,73160953,0
73163747,156763,0
73163779,73160585,0
73163779,141908,0
73163816,73160976,0
73163816,136234,0
73163849,73160976,0
73163849,136234,0
73163879,73160677,0
73163879,133273,0
73163909,73162314,0
73163909,137139,0
73163942,73161155,0
73163942,131532,0
73163975,73163279,0
73163975,138996,0
73164009,73164012,0
73164009,133992,0
73164039,73164012,0
73164039,133992,0
73164070,73164073,0
73164070,161927,0
73164102,73161742,0
73164102,135766,0
73164118,73161742,0
73164118,135766,0
73164152,73161742,0
73164152,135766,0
